DATE,AHEMAN,AHEMAN_PC1,FEDFUNDS,M08297USM548NNBR,PAYEMS,PERMIT,RECPROUSM156N,UEMPMEAN,UNRATE,USREC,Consumer_Expend,Gross_Dom_Income_PC1,Natural_Rate_Unemp,SP_Close,Unemp_Gap
12/1/1975,4.9,7.45614,5.2,494.75,78017,1091,0.08,16.5,8.2,0,1246.468855,8.984640337,6.201746183,90.190002,-1.998253817
1/1/1976,4.92,7.89474,4.87,549.4,78503,1195,0.08,16.6,7.9,0,1254.349333,10.01208,6.204,100.860001,-1.696
2/1/1976,4.94,7.86026,4.77,390.75,78816,1190,0.12,16.3,7.7,0,1259.568103,10.69016802,6.206392021,99.709999,-1.493607979
3/1/1976,4.97,7.57576,4.84,338.25,79048,1164,0.16,16.5,7.6,0,1262.80017,11.0225753,6.20867155,102.769997,-1.39132845
4/1/1976,4.98,7.79221,4.82,331.75,79292,1132,0.16,15.9,7.7,0,1265.89,11.12043,6.211,101.639999,-1.489
5/1/1976,5.03,8.40517,5.29,317.4,79312,1194,0.14,15,7.4,0,1269.6162,11.02868265,6.213045446,100.18,-1.186954554
6/1/1976,5.06,8.35118,5.48,334.75,79376,1188,0.18,16.9,7.6,0,1274.245975,10.82624862,6.215040813,104.279999,-1.384959187
7/1/1976,5.1,8.51064,5.31,424,79547,1245,0.14,15.7,7.8,0,1279.218,10.61113,6.217,103.440002,-1.583
8/1/1976,5.13,8.68644,5.29,330.75,79704,1309,0.12,15.6,7.8,0,1284.629289,10.428627,6.219139429,102.910004,-1.580860571
9/1/1976,5.22,8.97704,5.25,312,79892,1481,0.14,15.2,7.6,0,1290.238638,10.23175033,6.221232172,105.239998,-1.378767828
10/1/1976,5.2,8.33333,5.02,355.2,79911,1425,0.34,15.2,7.7,0,1295.815667,9.94898,6.223,102.900002,-1.477
11/1/1976,5.25,8.69565,4.95,387.25,80240,1531,0.12,15.3,7.8,0,1301.601626,9.531377154,6.224429838,102.099998,-1.575570162
12/1/1976,5.34,8.97959,4.65,473.5,80448,1511,0.12,15.1,7.8,0,1306.765619,9.167465612,6.225636225,107.459999,-1.574363775
1/1/1977,5.37,9.14634,4.61,589.4,80690,1466,0.58,15.2,7.5,0,1311.089333,9.05016,6.227,102.029999,-1.273
2/1/1977,5.36,8.50202,4.68,509.5,80988,1560,0.14,14.7,7.6,0,1314.045354,9.33651142,6.228687121,99.82,-1.371312879
3/1/1977,5.4,8.65191,4.69,330.25,81391,1660,0.12,14.5,7.4,0,1316.022015,9.796972455,6.230328018,98.419998,-1.169671982
4/1/1977,5.44,9.23695,4.73,319.6,81728,1660,0.1,14.4,7.2,0,1318.198667,10.29335,6.232,98.440002,-0.968
5/1/1977,5.48,8.94632,5.35,308.25,82088,1668,0.1,14.9,7,0,1320.987364,10.58444512,6.233264372,96.120003,-0.766735628
6/1/1977,5.53,9.28854,5.39,305.5,82488,1752,0.1,14.4,7.2,0,1325.085876,10.75180319,6.234249482,100.480003,-0.965750518
7/1/1977,5.57,9.21569,5.42,394.8,82834,1687,0.12,14.3,6.9,0,1330.663,10.90591,6.235,98.849998,-0.665
8/1/1977,5.57,8.577,5.9,319.5,83075,1780,0.14,13.9,7,0,1338.105324,11.14783986,6.235672376,96.769997,-0.764327624
9/1/1977,5.67,8.62069,6.14,282.75,83532,1674,0.08,14,6.8,0,1345.532671,11.42366748,6.236321703,96.529999,-0.563678297
10/1/1977,5.69,9.42308,6.47,307.6,83800,1758,0.08,13.7,6.8,0,1350.67,11.64259,6.237,92.339996,-0.563
11/1/1977,5.73,9.14286,6.51,342.75,84173,1771,0.22,13.6,6.8,0,1352.719035,11.76612705,6.237783924,94.830002,-0.562216076
12/1/1977,5.8,8.61423,6.56,455,84410,1754,0.86,13.6,6.4,0,1354.045155,11.84686177,6.238493425,95.099998,-0.161506575
1/1/1978,5.85,8.93855,6.7,520.75,84594,1740,11.06,12.9,6.4,0,1358.258,11.98173,6.239,89.25,-0.161
2/1/1978,5.86,9.32836,6.78,428,84948,1736,0.24,12.5,6.3,0,1367.596664,12.23026831,6.239158725,87.040001,-0.060841275
3/1/1978,5.88,8.88889,6.79,321,85460,1799,0.02,12.4,6.3,0,1377.901458,12.49986337,6.239105395,89.209999,-0.060894605
4/1/1978,5.92,8.82353,6.89,288.2,86162,1948,0,12.3,6.1,0,1387.295667,12.75992,6.239,96.830002,0.139
5/1/1978,5.95,8.57664,7.36,270.25,86509,1766,0.2,12.1,6,0,1391.468842,12.9057238,6.238980266,97.239998,0.238980266
6/1/1978,5.99,8.31826,7.6,279.5,86950,1983,0.08,12.1,5.9,0,1392.466893,12.96046963,6.239007269,95.529999,0.339007269
7/1/1978,6.06,8.79713,7.81,390.8,87204,1786,0.12,12,6.2,0,1393.121,12.95466,6.239,100.68,0.039
8/1/1978,6.04,8.43806,8.04,313.25,87483,1691,0,11.4,5.9,0,1395.783876,12.93099011,6.238876868,103.290001,0.338876868
9/1/1978,6.16,8.64198,8.45,252,87621,1751,0.1,11.4,6,0,1399.973249,12.96301419,6.238560552,102.540001,0.238560552
10/1/1978,6.21,9.13884,8.96,288,87956,1781,0.08,11.7,5.8,0,1404.362667,13.12398,6.238,93.150002,0.438
11/1/1978,6.27,9.42408,9.76,320.75,88391,1795,0.04,11.1,5.9,0,1408.210251,13.44291542,6.2371232,94.699997,0.3371232
12/1/1978,6.36,9.65517,10.03,441.2,88671,1818,0.28,10.6,6,0,1410.728459,13.68864712,6.236095937,96.110001,0.236095937
1/1/1979,6.38,9.05983,10.07,537.5,88808,1461,1.92,11.1,5.9,0,1411.636333,13.59959,6.235,99.93,0.335
2/1/1979,6.41,9.38567,10.06,397.5,89055,1492,0.58,11.2,5.9,0,1410.79289,12.99633792,6.233979291,96.279999,0.333979291
3/1/1979,6.45,9.69388,10.09,323,89479,1720,0.94,11.7,5.8,0,1409.905925,12.25502051,6.233074806,101.589996,0.433074806
4/1/1979,6.43,8.61486,10.01,379,89417,1597,19.1,11,5.8,0,1410.719667,11.59988,6.232,101.760002,0.432
5/1/1979,6.51,9.41176,10.24,291,89789,1684,1.28,11.1,5.6,0,1414.532319,11.40257704,6.230813968,99.080002,0.630813968
6/1/1979,6.54,9.18197,10.29,321,90108,1640,1.62,10.4,5.7,0,1419.982271,11.47792159,6.229442726,102.910004,0.529442726
7/1/1979,6.59,8.74587,10.47,441.5,90217,1534,2.54,10.3,5.7,0,1424.447333,11.54227,6.228,103.809998,0.528
8/1/1979,6.57,8.77483,10.94,357.5,90300,1591,3.2,10.6,6,0,1426.550508,11.38359664,6.22641116,109.32,0.22641116
9/1/1979,6.68,8.44156,11.43,304,90327,1638,2.04,10.5,5.9,0,1427.16631,11.07344947,6.224725415,109.32,0.324725415
10/1/1979,6.7,7.8905,13.77,352.25,90481,1481,1.7,10.5,6,0,1427.991667,10.77067,6.223,101.82,0.223
11/1/1979,6.75,7.6555,13.18,386,90573,1276,2.18,10.6,5.9,0,1429.911124,10.56663501,6.221113692,106.160004,0.321113692
12/1/1979,6.85,7.7044,13.78,533,90672,1254,3.42,10.8,6,0,1430.349455,10.45182904,6.219166053,107.940002,0.219166053
1/1/1980,6.84,7.21003,13.82,635.25,90800,1280,6.14,10.4,6.3,0,1425.950333,10.36201,6.217,114.160004,-0.083
2/1/1980,6.88,7.33229,14.13,449.25,90883,1199,34.34,10.6,6.3,1,1414.843909,10.24253067,6.214670956,113.660004,-0.085329044
3/1/1980,6.94,7.5969,17.19,401.8,90994,988,83.48,11,6.3,1,1402.64426,10.04609643,6.212411139,102.089996,-0.087588861
4/1/1980,6.97,8.39813,17.61,490.75,90849,808,99.52,11.4,6.9,1,1393.836667,9.68243,6.21,106.290001,-0.69
5/1/1980,7.01,7.68049,10.98,511.6,90420,861,99.46,10.9,7.5,1,1393.860153,9.169090008,6.207729264,111.239998,-1.292270736
6/1/1980,7.08,8.25688,9.47,541.25,90101,1118,89.3,11.3,7.6,1,1400.405198,8.680760583,6.205378234,114.239998,-1.394621766
7/1/1980,7.16,8.64947,9.03,606,89840,1259,31.52,11.8,7.8,1,1409.126333,8.50308,6.203,121.669998,-1.597
8/1/1980,7.18,9.28463,9.61,454.4,90099,1367,0.56,12.4,7.7,0,1417.199227,8.79167975,6.200369054,122.379997,-1.499630946
9/1/1980,7.3,9.28144,10.87,383,90213,1484,0.1,12.9,7.5,0,1423.604646,9.341606876,6.197636731,125.459999,-1.302363269
10/1/1980,7.37,10,12.81,391.5,90490,1366,0.1,13.1,7.5,0,1428.164667,9.82563,6.195,127.470001,-1.305
11/1/1980,7.47,10.66667,15.85,412.2,90747,1383,0.12,13.6,7.5,0,1431.18299,10.04780544,6.192351487,140.520004,-1.307648513
12/1/1980,7.58,10.65693,18.9,515,90943,1249,0.52,13.7,7.2,0,1432.660311,10.06850762,6.189782087,135.759995,-1.010217913
1/1/1981,7.61,11.25731,19.08,613.6,91033,1221,1.66,14.3,7.5,0,1432.949,10.04165,6.187,129.550003,-1.313
2/1/1981,7.62,10.75581,15.93,450.25,91105,1199,1.44,14.1,7.4,0,1432.400834,10.0972357,6.184005033,131.270004,-1.215994967
3/1/1981,7.68,10.66282,14.7,380,91210,1183,0.7,14,7.4,0,1432.077894,10.25137224,6.181173932,136,-1.218826068
4/1/1981,7.76,11.33429,15.72,378.25,91283,1190,0.88,13.9,7.2,0,1433.053333,10.55129,6.178,132.809998,-1.022
5/1/1981,7.8,11.26961,18.52,338.8,91296,1173,0.62,13.6,7.5,0,1435.89224,10.94090387,6.174971556,132.589996,-1.325028444
6/1/1981,7.85,10.87571,19.1,378.5,91490,976,0.9,13.7,7.5,0,1438.952426,11.2261423,6.171905389,131.210007,-1.328094611
7/1/1981,7.89,10.19553,19.04,464,91601,935,2.8,13.8,7.2,0,1439.682333,11.13148,6.169,130.919998,-1.031
8/1/1981,7.9,10.02786,17.82,387,91565,889,39.26,14.4,7.4,1,1436.661289,10.48206813,6.166044175,122.790001,-1.233955825
9/1/1981,8.03,10,15.87,377.75,91477,847,79.16,13.6,7.6,1,1432.237166,9.497738699,6.163045366,116.18,-1.436954634
10/1/1981,8.04,9.09091,15.08,445.8,91380,731,91.74,13.5,7.9,1,1429.834667,8.53189,6.16,121.889999,-1.74
11/1/1981,8.08,8.166,13.31,518.5,91171,748,95.56,13.1,8.3,1,1431.605007,7.767144669,6.15664756,126.349998,-2.14335244
12/1/1981,8.14,7.38786,12.37,682.25,90895,796,95.7,13.1,8.5,1,1435.880558,7.232951808,6.153329233,122.550003,-2.346670767
1/1/1982,8.29,8.93561,13.22,798.6,90565,794,93.24,13.4,8.6,1,1440.366667,6.80779,6.15,120.400002,-2.45
2/1/1982,8.21,7.74278,14.78,565.75,90563,808,11.48,14.1,8.9,1,1442.927427,6.432119332,6.146886867,113.110001,-2.753113133
3/1/1982,8.24,7.29167,14.68,523.35,90434,891,66.22,14.1,9,1,1443.973098,6.094524101,6.144145581,111.959999,-2.855854419
4/1/1982,8.28,6.70103,14.94,545.45,90150,888,76.98,14.5,9.3,1,1444.754,5.68498,6.141,116.440002,-3.159
5/1/1982,8.32,6.66667,14.45,490.14,90107,953,78.76,14.9,9.4,1,1446.12295,5.23064599,6.137723522,111.879997,-3.262276478
6/1/1982,8.36,6.49682,14.15,509,89865,913,80.2,15.7,9.6,1,1449.121517,4.741938779,6.134245386,109.610001,-3.465754614
7/1/1982,8.41,6.59062,12.59,602.3,89521,1044,81,15.4,9.8,1,1454.439333,4.30528,6.131,107.089996,-3.669
8/1/1982,8.37,5.94937,10.12,529.575,89363,926,80.1,16.2,9.8,1,1462.788961,3.937980641,6.127915702,119.510002,-3.672084298
9/1/1982,8.45,5.23039,10.31,524.95,89183,1042,77.1,16.6,10.1,1,1472.164297,3.659817899,6.124955805,120.419998,-3.975044195
10/1/1982,8.41,4.60199,9.71,579.68,88907,1149,74.64,17.2,10.4,1,1479.916333,3.46926,6.122,133.720001,-4.278
11/1/1982,8.46,4.70297,9.2,594,88786,1229,46.06,17.1,10.8,1,1485.044583,3.354724894,6.118701941,138.529999,-4.681298059
12/1/1982,8.54,4.914,8.95,649.8,88771,1351,20.78,18.1,10.8,0,1488.958507,3.352876565,6.115383168,140.639999,-4.684616832
1/1/1983,8.56,3.25694,8.68,748.72,88990,1426,0.66,19.4,10.4,0,1494.548333,3.50134,6.112,145.300003,-4.288
2/1/1983,8.6,4.7503,8.51,518.575,88917,1471,1.92,19.2,10.4,0,1503.582507,3.818697632,6.108798427,148.059998,-4.291201573
3/1/1983,8.59,4.24757,8.77,451.675,89090,1475,0.06,19.4,10.3,0,1513.649787,4.190598096,6.106025012,152.960007,-4.193974988
4/1/1983,8.62,4.10628,8.8,445.74,89364,1566,0.02,19.5,10.2,0,1524.981333,4.60917,6.103,164.429993,-4.097
5/1/1983,8.64,3.84615,8.63,393.375,89644,1669,0.02,20.5,10.1,0,1534.67309,4.968587072,6.100050361,162.389999,-3.999949639
6/1/1983,8.66,3.58852,8.98,373.475,90021,1769,0.02,20.8,10.1,0,1543.715948,5.382668557,6.096978656,167.639999,-4.003021344
7/1/1983,8.71,3.56718,9.37,424.08,90437,1795,0.02,21.2,9.4,0,1552.327333,5.94679,6.094,162.559998,-3.306
8/1/1983,8.64,3.22581,9.56,361.325,90129,1713,0.18,20,9.5,0,1561.570887,6.772924011,6.090933396,164.399994,-3.409066604
9/1/1983,8.76,3.66864,9.45,317.275,91247,1585,0.02,20.2,9.2,0,1570.285878,7.710852757,6.08789571,166.070007,-3.11210429
10/1/1983,8.77,4.28062,9.48,348.04,91520,1716,0.06,20.2,8.8,0,1577.064667,8.54785,6.085,163.550003,-2.715
11/1/1983,8.84,4.49173,9.34,385.075,91875,1668,0.12,19.7,8.5,0,1581.712191,9.198178219,6.082048892,166.399994,-2.417951108
12/1/1983,8.92,4.44965,9.47,474.32,92230,1627,0.06,19.2,8.3,0,1585.333577,9.638991102,6.079149174,164.929993,-2.220850826
1/1/1984,8.95,4.55607,9.56,545.775,92673,1816,0.04,20.4,8,0,1590.152333,9.95892,6.076,163.410004,-1.924
2/1/1984,8.94,3.95349,9.59,367.075,93157,1987,0.06,19,7.8,0,1597.391519,10.1936764,6.072633052,157.059998,-1.727366948
3/1/1984,8.97,4.42375,9.91,325.4,93429,1725,0.08,19.1,7.8,0,1605.122979,10.35664305,6.069394795,159.179993,-1.730605205
4/1/1984,8.99,4.29234,10.29,339.225,93792,1776,0.06,18.9,7.7,0,1612.43,10.48483,6.066,160.050003,-1.634
5/1/1984,8.99,4.05093,10.32,304.475,94098,1741,0.06,18.8,7.4,0,1617.197892,10.56539672,6.062900526,150.550003,-1.337099474
6/1/1984,9.02,4.15704,11.06,311.64,94479,1814,0.06,18.1,7.2,0,1620.741857,10.55270662,6.059858186,153.179993,-1.140141814
7/1/1984,9.05,3.90356,11.23,402.1,94789,1605,0.06,18,7.5,0,1624.388333,10.38571,6.057,150.660004,-1.443
8/1/1984,9.02,4.39815,11.64,325.125,95032,1530,0.16,17.3,7.5,0,1629.717837,10.02080625,6.05406122,166.679993,-1.44593878
9/1/1984,9.11,3.99543,11.3,306.28,95344,1523,0.1,17,7.3,0,1636.854527,9.555017354,6.051054624,166.100006,-1.248945376
10/1/1984,9.11,3.87685,9.99,371.425,95629,1490,0.18,16.7,7.4,0,1645.431,9.12743,6.048,166.089996,-1.352
11/1/1984,9.18,3.84615,9.43,392.175,95982,1643,0.1,17,7.2,0,1655.657897,8.799384911,6.0446518,163.580002,-1.1553482
12/1/1984,9.27,3.92377,8.38,485.22,96107,1626,0.18,16.8,7.3,0,1665.37922,8.55373636,6.041339538,167.240005,-1.258660462
1/1/1985,9.31,4.02235,8.35,588.575,96372,1660,0.2,15.9,7.3,0,1673.387667,8.3025,6.038,179.630005,-1.262
2/1/1985,9.31,4.1387,8.5,427.35,96503,1662,0.1,15.9,7.2,0,1678.313681,8.00152474,6.034853123,181.179993,-1.165146877
3/1/1985,9.33,4.01338,8.58,360.56,96842,1727,0.1,16.1,7.2,0,1682.137336,7.710003081,6.032096157,180.660004,-1.167903843
4/1/1985,9.37,4.22692,8.27,368,97038,1664,0.28,16.4,7.3,0,1688.75,7.41043,6.029,179.830002,-1.271
5/1/1985,9.36,4.11568,7.97,332.025,97312,1709,0.26,15.3,7.2,0,1699.392267,7.183017074,6.025850048,189.550003,-1.174149952
6/1/1985,9.38,3.99113,7.53,338.18,97459,1716,0.48,15.5,7.4,0,1711.733749,7.03242145,6.022434367,191.850006,-1.377565633
7/1/1985,9.42,4.0884,7.88,415.85,97648,1697,0.5,15.5,7.4,0,1720.825,6.98185,6.019,190.919998,-1.381
8/1/1985,9.36,3.7694,7.9,335.16,97840,1808,0.2,15.3,7.1,0,1724.316848,7.028081295,6.01534767,188.630005,-1.08465233
9/1/1985,9.43,3.51262,7.92,314.2,98045,1916,0.14,15.3,7.1,0,1724.294699,7.119249588,6.011627516,182.080002,-1.088372484
10/1/1985,9.43,3.51262,7.99,355.075,98233,1743,0.32,15.3,7.1,0,1724.547667,7.1851,6.008,189.820007,-1.092
11/1/1985,9.5,3.48584,8.05,393.5,98443,1692,0.14,15.7,7,0,1727.903227,7.174261527,6.004258399,202.169998,-0.995741601
12/1/1985,9.61,3.66775,8.27,488.5,98609,1794,0.1,15.1,7,0,1733.368752,7.077187256,6.000665265,211.279999,-0.999334735
1/1/1986,9.57,2.7927,8.14,578.975,98732,1847,0.12,14.8,6.7,0,1739.617,6.88766,5.997,211.779999,-0.703
2/1/1986,9.57,2.7927,7.86,404.975,98847,1767,0.76,15.2,7.2,0,1745.301723,6.618889328,5.993369213,226.919998,-1.206630787
3/1/1986,9.59,2.78671,7.48,362.18,98934,1780,0.8,14.6,7.2,0,1750.759585,6.354412758,5.989998479,238.899994,-1.210001521
4/1/1986,9.58,2.2412,6.99,359,99121,1858,0.16,14.7,7.1,0,1758.573333,6.09956,5.986,235.520004,-1.114
5/1/1986,9.58,2.35043,6.85,319.36,99248,1797,0.18,14.7,7.2,0,1768.700757,5.936957678,5.981772749,247.350006,-1.218227251
6/1/1986,9.57,2.02559,6.92,332.6,99155,1790,0.46,15.2,7.2,0,1780.081895,5.839593642,5.977248394,250.839996,-1.222751606
7/1/1986,9.59,1.80467,6.56,401.675,99473,1780,0.12,15.2,7,0,1789.683,5.78211,5.973,236.119995,-1.027
8/1/1986,9.54,1.92308,6.17,338.22,99588,1726,0.12,15.5,6.9,0,1796.274141,5.73677648,5.968935987,252.929993,-0.931064013
9/1/1986,9.6,1.80276,5.89,303.625,99934,1686,0.08,15.4,7,0,1799.691537,5.717771176,5.964993086,231.320007,-1.035006914
10/1/1986,9.59,1.69671,5.85,333,100121,1675,0.14,15.2,7,0,1800.66,5.7442,5.961,243.979996,-1.039
11/1/1986,9.65,1.57895,6.04,360.12,100308,1644,0.12,15,6.9,0,1800.187325,5.835706309,5.95647679,249.220001,-0.94352321
12/1/1986,9.71,1.04058,6.91,452.25,100509,1903,0.04,15,6.6,0,1800.091285,5.994074859,5.951841265,242.169998,-0.648158735
1/1/1987,9.7,1.35841,6.43,517.7916,100678,1690,0.72,14.9,6.6,0,1802.457333,6.2355,5.947,274.079987,-0.653
2/1/1987,9.71,1.4629,6.1,372.9365,100919,1689,0.02,14.7,6.6,0,1808.791548,6.547646137,5.942256852,284.200012,-0.657743148
3/1/1987,9.72,1.35558,6.13,316.4925,101164,1704,0.02,14.9,6.6,0,1816.969387,6.837100263,5.937956388,291.700012,-0.662043612
4/1/1987,9.73,1.56576,6.37,311.01775,101499,1601,0.08,14.8,6.3,0,1827.055333,7.09353,5.933,288.359985,-0.367
5/1/1987,9.73,1.56576,6.85,273.4548,101728,1500,0.04,14.9,6.3,0,1836.252053,7.234362139,5.927887677,290.100006,-0.372112323
6/1/1987,9.73,1.67189,6.73,290.0485,101900,1522,0.06,14.9,6.2,0,1843.782413,7.343849007,5.922383315,304,-0.277616685
7/1/1987,9.73,1.45985,6.58,356.452,102247,1516,0.04,14.2,6.1,0,1847.907667,7.51652,5.917,318.660004,-0.183
8/1/1987,9.72,1.88679,6.73,270.274,102420,1511,0.08,14.4,6,0,1848.495797,7.82362874,5.911514277,329.799988,-0.088485723
9/1/1987,9.85,2.60417,7.22,237.95525,102647,1514,0.04,14.2,5.9,0,1848.513278,8.138208085,5.906127102,321.829987,0.006127102
10/1/1987,9.81,2.29406,7.29,262.0388,103138,1447,0.04,14,6,0,1851.817,8.29029,5.901,251.789993,-0.099
11/1/1987,9.87,2.27979,6.69,308.83125,103372,1457,0.04,14,5.8,0,1861.18304,8.189553877,5.895755473,230.300003,0.095755473
12/1/1987,9.94,2.36869,6.77,391.804,103661,1345,0.04,14.2,5.7,0,1873.229267,7.986014551,5.89059375,247.080002,0.19059375
1/1/1988,9.95,2.57732,6.83,501.1118,103753,1244,0.22,14.2,5.7,0,1884.529333,7.87693,5.885,257.070007,0.185
2/1/1988,9.92,2.16272,6.58,338.93825,104214,1438,0.06,14.4,5.7,0,1891.49099,8.02037901,5.879031857,267.820007,0.179031857
3/1/1988,9.95,2.36626,6.58,287.81875,104489,1525,0.1,13.7,5.7,0,1895.195702,8.2899934,5.873233814,258.890015,0.173233814
4/1/1988,10,2.77492,6.87,273.9078,104732,1429,0.08,13.3,5.4,0,1898.442,8.56077,5.867,261.329987,0.467
5/1/1988,10.02,2.98047,7.09,259.977,104962,1444,0.16,13.8,5.6,0,1902.710971,8.676083649,5.861070194,262.160004,0.261070194
6/1/1988,10.03,3.08325,7.51,259.0575,105326,1485,0.1,13.1,5.4,0,1908.523142,8.627740956,5.854979232,273.5,0.454979232
7/1/1988,10.04,3.18602,7.75,340.0252,105550,1439,0.08,13.4,5.4,0,1915.311,8.43349,5.849,272.019989,0.449
8/1/1988,10,2.88066,8.01,262.488,105674,1460,0.08,13.6,5.6,0,1923.165714,8.114309982,5.842650306,261.519989,0.242650306
9/1/1988,10.13,2.84264,8.19,236.9125,106013,1436,0.18,13.6,5.4,0,1930.871905,7.783193414,5.83620781,271.910004,0.43620781
10/1/1988,10.13,3.26198,8.3,254.1804,106276,1516,0.08,13.4,5.4,0,1937.088,7.57156,5.83,278.970001,0.43
11/1/1988,10.2,3.34347,8.35,292.068,106617,1508,0.1,12.6,5.3,0,1941.426772,7.534687641,5.823682243,273.700012,0.523682243
12/1/1988,10.25,3.11871,8.76,397.5206,106898,1501,0.06,12.9,5.3,0,1944.089812,7.537219196,5.817542675,277.720001,0.517542675
1/1/1989,10.26,3.11558,9.12,447.42375,107161,1466,0.16,12.6,5.4,0,1946.075,7.38356,5.811,297.470001,0.411
2/1/1989,10.26,3.42742,9.36,328.0785,107427,1383,0.68,12.4,5.2,0,1948.114035,6.940911063,5.80415287,288.859985,0.60415287
3/1/1989,10.29,3.41709,9.85,306.54225,107621,1214,0.56,12.3,5,0,1950.699984,6.409715136,5.797857398,294.869995,0.797857398
4/1/1989,10.29,2.9,9.84,278.282,107791,1376,0.66,12.5,5.2,0,1955.159,5.87118,5.791,309.640015,0.591
5/1/1989,10.3,2.79441,9.81,269.40525,107913,1381,1.3,12,5.2,0,1961.417164,5.546397383,5.784640063,320.519989,0.584640063
6/1/1989,10.32,2.89133,9.53,279.918,108027,1322,1.22,11.1,5.3,0,1968.476832,5.373158941,5.778232103,317.980011,0.478232103
7/1/1989,10.35,3.08765,9.24,358.7634,108069,1283,1.54,11.8,5.2,0,1974.087,5.27503,5.772,346.079987,0.572
8/1/1989,10.32,3.2,8.99,279.73,108120,1334,0.34,11.4,5.2,0,1977.41099,5.176717698,5.765378307,351.450012,0.565378307
9/1/1989,10.43,2.9615,9.02,259.9274,108369,1314,0.4,11.5,5.3,0,1979.629284,5.102021476,5.758609908,349.149994,0.458609908
10/1/1989,10.4,2.66535,8.84,323.39175,108476,1365,0.38,11.9,5.3,0,1982.666667,5.09236,5.752,340.359985,0.452
11/1/1989,10.45,2.45098,8.55,333.64675,108752,1344,0.14,11.7,5.4,0,1988.04847,5.182336162,5.745183652,345.98999,0.345183652
12/1/1989,10.53,2.73171,8.45,468.236,108836,1422,0.12,11.6,5.4,0,1994.139813,5.376666782,5.738647899,353.399994,0.338647899
1/1/1990,10.52,2.53411,8.23,559.7115,109197,1748,0.26,11.8,5.4,0,1999.352667,5.6934,5.732,329.079987,0.332
2/1/1990,10.61,3.41131,8.24,392.31775,109435,1329,0.08,11.6,5.3,0,2002.09465,6.114630857,5.725474022,331.890015,0.425474022
3/1/1990,10.69,3.88727,8.28,329.3088,109644,1246,0.2,11.7,5.2,0,2003.450106,6.512823426,5.719600464,339.940002,0.519600464
4/1/1990,10.68,3.79009,8.26,326.856,109688,1136,0.8,11.8,5.4,0,2005.443,6.87588,5.713,330.799988,0.313
5/1/1990,10.75,4.36893,8.18,296.496,109839,1067,0.92,11.7,5.4,0,2008.918922,7.06672107,5.706437982,361.230011,0.306437982
6/1/1990,10.79,4.55426,8.29,308.9466,109857,1108,2.58,11.6,5.2,0,2012.415397,7.068437881,5.699576878,358.019989,0.499576878
7/1/1990,10.81,4.44444,8.15,407.25825,109824,1078,8.62,11.9,5.5,0,2013.387667,6.86706,5.693,356.149994,0.193
8/1/1990,10.76,4.26357,8.13,320.9365,109617,1069,15.62,12.2,5.7,1,2010.25846,6.448190116,5.686390308,322.559998,-0.013609692
9/1/1990,10.89,4.41035,8.2,304.2306,109520,976,34.16,12.4,5.9,1,2004.355901,5.867682186,5.679992237,306.049988,-0.220007763
10/1/1990,10.9,4.80769,8.11,374.94575,109367,925,58.04,12.2,5.9,1,1998.070667,5.21432,5.674,304,-0.226
11/1/1990,10.9,4.30622,7.81,436.081,109213,941,62.66,12.4,6.2,1,1992.897806,4.507845918,5.667980393,322.220001,-0.532019607
12/1/1990,11,4.46344,7.31,590.6458,109167,861,60.58,12.5,6.3,1,1990.174595,3.850338828,5.662171709,330.220001,-0.637828291
1/1/1991,10.98,4.37262,6.91,681.74225,109056,786,58.32,12.2,6.4,1,1990.557333,3.25595,5.656,343.929993,-0.744
2/1/1991,10.95,3.20452,6.25,532.08625,108735,853,52.48,12.7,6.6,1,1994.593589,2.794073068,5.64953411,367.070007,-0.95046589
3/1/1991,10.99,2.80636,6.12,476.003,108576,911,34.42,12.9,6.8,1,2000.248095,2.487247245,5.643561475,375.220001,-1.156438525
4/1/1991,11.05,3.46442,5.91,431.62775,108367,916,4.62,13.5,6.7,0,2007.054333,2.25357,5.637,375.339996,-1.063
5/1/1991,11.09,3.16279,5.78,374.545,108251,991,0.56,12.9,6.9,0,2012.659014,2.120769033,5.630859359,389.829987,-1.269140641
6/1/1991,11.13,3.15107,5.9,365.7984,108337,964,0.26,13.7,6.9,0,2016.368447,2.080224825,5.624738355,371.160004,-1.275261645
7/1/1991,11.17,3.33025,5.82,451.9505,108292,973,0.24,13.8,6.8,0,2017.061333,2.1382,5.619,387.809998,-1.181
8/1/1991,11.13,3.43866,5.66,357.1116,108313,944,0.22,13.9,6.9,0,2014.770272,2.308621986,5.61322041,395.429993,-1.28677959
9/1/1991,11.24,3.21396,5.45,327.9805,108338,974,0.22,14,6.9,0,2013.010497,2.626402658,5.607519538,387.859985,-1.292480462
10/1/1991,11.22,2.93578,5.21,369.9185,108357,991,0.6,14.4,7,0,2016.052,3.11326,5.602,392.450012,-1.398
11/1/1991,11.27,3.3945,4.81,451.0398,108297,984,0.72,14.8,7,0,2026.797434,3.803982985,5.596241772,375.220001,-1.403758228
12/1/1991,11.34,3.09091,4.43,586.42275,108330,1061,0.78,15.4,7.3,0,2040.877375,4.514669145,5.590671014,417.089996,-1.709328986
1/1/1992,11.24,2.36794,4.03,681.729,108372,1077,0.36,16.1,7.3,0,2053.799333,5.11116,5.585,408.779999,-1.715
