DATE,AHEMAN,AHEMAN_PC1,FEDFUNDS,M08297USM548NNBR,PAYEMS,PERMIT,RECPROUSM156N,UEMPMEAN,UNRATE,USREC,Consumer_Expend,Gross_Dom_Income_PC1,Natural_Rate_Unemp,SP_Close,Unemp_Gap
2/1/1992,11.28,3.0137,4.06,480.0672,108313,1146,0.24,16.7,7.4,0,2061.059059,5.427969113,5.579474525,412.700012,-1.820525475
3/1/1992,11.32,3.00273,3.98,408.94275,108368,1082,0.16,17.1,7.4,0,2064.448486,5.504251746,5.574397349,403.690002,-1.825602651
4/1/1992,11.36,2.80543,3.73,384.35175,108523,1054,0.14,17.4,7.4,0,2067.741333,5.42945,5.569,414.950012,-1.831
5/1/1992,11.4,2.79531,3.82,343.5662,108652,1056,0.16,17.8,7.6,0,2073.165297,5.286805194,5.563752105,415.350006,-2.036247895
6/1/1992,11.41,2.51572,3.76,371.10325,108719,1057,0.16,18.2,7.8,0,2080.983576,5.184095044,5.558298802,408.140015,-2.241701198
7/1/1992,11.4,2.05909,3.25,477.15325,108794,1089,0.08,18.1,7.7,0,2089.906,5.24737,5.553,424.209991,-2.147
8/1/1992,11.4,2.42588,3.3,338.6402,108929,1075,0.32,18,7.6,0,2099.604411,5.529561111,5.547522276,414.029999,-2.052477724
9/1/1992,11.48,2.13523,3.22,324.68575,108963,1114,0.16,18.1,7.6,0,2108.446064,5.779925416,5.542107551,417.799988,-2.057892449
10/1/1992,11.44,1.96078,3.1,331.1208,109144,1132,0.12,18.9,7.3,0,2114.815333,5.68287,5.537,418.679993,-1.763
11/1/1992,11.49,1.95209,3.09,364.8535,109277,1118,0.12,17.9,7.4,0,2118.331041,5.042173511,5.53190004,431.350006,-1.86809996
12/1/1992,11.58,2.1164,2.92,415.9085,109499,1176,0.14,19,7.4,0,2120.273131,4.200443824,5.527049086,435.709991,-1.872950914
1/1/1993,11.56,2.84698,3.02,511.7712,109799,1177,0.12,18.3,7.3,0,2122.924,3.539,5.522,438.779999,-1.778
2/1/1993,11.56,2.48227,3.03,360.43875,110047,1148,0.16,18.2,7.1,0,2127.909148,3.408503085,5.516830534,443.380005,-1.583169466
3/1/1993,11.58,2.29682,3.07,336.331,109999,1056,0.78,17.6,7,0,2134.157254,3.60270459,5.512127369,451.670013,-1.487872631
4/1/1993,11.64,2.46479,2.96,327.74975,110302,1104,0.18,17.6,7.1,0,2142.234333,3.88412,5.507,440.190002,-1.593
5/1/1993,11.66,2.2807,3,290.3196,110573,1112,0.1,17.5,7.1,0,2150.47902,4.005982778,5.502211665,450.190002,-1.597788335
6/1/1993,11.66,2.19106,3.04,297.0845,110752,1130,0.1,17.8,7,0,2158.798694,3.997741893,5.497448628,450.529999,-1.502551372
7/1/1993,11.66,2.2807,3.06,367.5046,111057,1174,0.1,17.7,6.9,0,2166.076333,3.9429,5.493,448.130005,-1.407
8/1/1993,11.65,2.19298,3.03,279.2465,111211,1230,0.14,18,6.8,0,2172.475009,3.911648017,5.488544238,463.559998,-1.311455762
9/1/1993,11.8,2.78746,3.09,263.96075,111452,1251,0.06,18.1,6.7,0,2178.53343,3.930381852,5.484182888,458.929993,-1.215817112
10/1/1993,11.76,2.7972,2.99,304.3858,111737,1287,0.02,18.1,6.8,0,2185.091333,4.00747,5.48,467.829987,-1.32
11/1/1993,11.83,2.95909,3.02,340.1145,111990,1357,0.1,18.6,6.6,0,2193.264878,4.153518845,5.475667735,461.790009,-1.124332265
12/1/1993,11.96,3.28152,2.96,402.60925,112319,1461,0.06,18.3,6.5,0,2201.783422,4.340947975,5.47143688,466.450012,-1.02856312
1/1/1994,11.92,3.11419,3.05,527.731,112601,1390,0.08,18.6,6.6,0,2210.084333,4.55734,5.467,481.609985,-1.133
2/1/1994,11.96,3.46021,3.25,372.8035,112785,1269,0.06,19,6.6,0,2216.998986,4.773728899,5.46249151,467.140015,-1.13750849
3/1/1994,11.95,3.19516,3.34,321.743,113248,1342,0.02,19,6.5,0,2222.213014,4.957097321,5.45841973,445.769989,-1.04158027
4/1/1994,11.98,2.92096,3.56,312.5204,113592,1392,0.04,19,6.4,0,2227.280333,5.13549,5.454,450.910004,-0.946
5/1/1994,11.98,2.74443,4.01,306.68125,113928,1396,0.1,19.5,6.1,0,2231.981139,5.270866259,5.44988198,456.5,-0.65011802
6/1/1994,12,2.91595,4.25,296.73575,114242,1357,0.08,18.8,6.1,0,2237.467694,5.352372122,5.44579773,444.269989,-0.65420227
7/1/1994,12,2.91595,4.26,363.1724,114613,1335,0.1,19,6.1,0,2244.263667,5.35414,5.442,458.26001,-0.658
8/1/1994,11.99,2.91845,4.47,275.35175,114902,1377,0.04,18.8,6,0,2253.174886,5.283625737,5.438217031,475.48999,-0.561782969
9/1/1994,12.13,2.79661,4.73,255.95775,115251,1412,0.04,18.7,5.9,0,2262.126439,5.261568772,5.434529704,462.709991,-0.465470296
10/1/1994,12.09,2.80612,4.76,287.811,115464,1397,0,19.3,5.8,0,2268.527,5.42867,5.431,472.350006,-0.369
11/1/1994,12.16,2.78952,5.29,324.75975,115876,1340,0.02,18,5.6,0,2271.319624,5.865149239,5.427343121,453.690002,-0.172656879
12/1/1994,12.25,2.42475,5.45,418.4788,116171,1396,0.02,17.8,5.5,0,2272.234137,6.318413039,5.423764961,459.269989,-0.076235039
1/1/1995,12.22,2.51678,5.53,504.68725,116508,1282,0.1,17.1,5.6,0,2274.173,6.51039,5.42,470.420013,-0.18
2/1/1995,12.24,2.34114,5.92,360.59625,116702,1254,0.36,17,5.4,0,2279.263346,6.221006054,5.416162459,487.390015,0.016162459
3/1/1995,12.25,2.51046,5.98,326.571,116913,1226,0.26,17.3,5.4,0,2285.91322,5.748870846,5.412707828,500.709991,0.012707828
4/1/1995,12.27,2.4207,6.05,318.3282,117076,1259,0.22,17.6,5.8,0,2294.11,5.32499,5.409,514.710022,-0.391
5/1/1995,12.27,2.4207,6.01,316.94775,117056,1271,0.18,17,5.6,0,2301.677245,5.252167688,5.405600349,533.400024,-0.194399651
6/1/1995,12.29,2.41667,6,322.34875,117293,1305,0.12,15.9,5.6,0,2308.787707,5.395077964,5.402224061,544.75,-0.197775939
7/1/1995,12.35,2.91667,5.85,396.5514,117386,1354,0.36,16.5,5.7,0,2314.9,5.52437,5.399,562.059998,-0.301
8/1/1995,12.33,2.8357,5.74,291.4035,117642,1386,0.04,16.2,5.7,0,2320.448942,5.475463511,5.395640905,561.880005,-0.304359095
9/1/1995,12.45,2.63809,5.8,278.1338,117881,1421,0.1,16.2,5.6,0,2325.696955,5.290230079,5.39226207,584.409973,-0.20773793
10/1/1995,12.41,2.64682,5.76,326.67325,118038,1400,0.14,16,5.5,0,2331.048,5.07944,5.389,581.5,-0.111
11/1/1995,12.46,2.46711,5.8,370.2565,118182,1430,0.1,16.4,5.6,0,2337.349009,4.919120977,5.385652625,605.369995,-0.214347375
12/1/1995,12.57,2.61224,5.6,464.6284,118328,1442,0.16,16.3,5.6,0,2344.337449,4.863120826,5.382405749,615.929993,-0.217594251
1/1/1996,12.63,3.35516,5.56,559.4265,118323,1387,0.7,16.1,5.6,0,2352.547,4.9423,5.379,636.02002,-0.221
2/1/1996,12.55,2.53268,5.22,404.25975,118744,1420,0.02,16.4,5.5,0,2361.622271,5.172786627,5.375527273,640.429993,-0.124472727
3/1/1996,12.5,2.04082,5.31,363.9372,119001,1437,0.06,17.3,5.5,0,2370.042312,5.454800373,5.372302865,645.5,-0.127697135
4/1/1996,12.7,3.50448,5.22,331.169,119168,1463,0.04,17.6,5.6,0,2377.855333,5.72939,5.369,654.169983,-0.231
5/1/1996,12.69,3.42298,5.24,294.31,119496,1457,0.02,17,5.6,0,2383.507667,5.896616096,5.366012344,669.119995,-0.233987656
6/1/1996,12.73,3.58015,5.27,306.0394,119778,1429,0.04,17.6,5.3,0,2388.064043,5.990662597,5.363007138,670.630005,0.063007138
7/1/1996,12.76,3.31984,5.4,371.9115,120020,1450,0.14,16.7,5.5,0,2392.251333,6.05196,5.36,639.950012,-0.14
8/1/1996,12.76,3.48743,5.22,269.171,120207,1413,0.06,17.3,5.1,0,2397.302245,6.129742212,5.35666798,651.98999,0.25666798
9/1/1996,12.88,3.45382,5.3,261.46,120418,1392,0.06,16.8,5.2,0,2403.610353,6.254488553,5.353236113,687.330017,0.153236113
10/1/1996,12.81,3.22321,5.24,295.61225,120674,1358,0.04,16.3,5.2,0,2411.306,6.44756,5.35,705.27002,0.15
11/1/1996,12.89,3.45104,5.31,340.699,120969,1412,0.04,15.9,5.4,0,2420.851812,6.726776826,5.346875131,757.02002,-0.053124869
12/1/1996,13.05,3.81862,5.29,449.73925,121152,1411,0.06,15.6,5.4,0,2429.878622,6.990899131,5.343984183,740.73999,-0.056015817
1/1/1997,13.01,3.00871,5.25,523.7265,121372,1382,0.08,16,5.3,0,2436.723333,7.14824,5.341,786.159973,0.041
2/1/1997,12.98,3.42629,5.19,345.11025,121682,1445,0.04,15.8,5.2,0,2439.837745,7.115324195,5.337919816,790.820007,0.137919816
3/1/1997,13.04,4.32,5.39,297.822,121999,1436,0.06,15.5,5.2,0,2442.034288,6.986928401,5.335095015,757.119995,0.135095015
4/1/1997,13.05,2.75591,5.51,305.652,122296,1421,0.1,15.6,5.1,0,2447.693333,6.84381,5.332,801.340027,0.232
5/1/1997,13.05,2.83688,5.5,270.7592,122557,1414,0.06,15.4,4.9,0,2459.047081,6.79356417,5.329083267,848.280029,0.429083267
6/1/1997,13.06,2.5923,5.56,300.381,122825,1402,0.02,15.5,5,0,2474.469494,6.851661678,5.32605897,885.140015,0.32605897
7/1/1997,13.05,2.27273,5.52,357.054,123119,1440,0.02,16.4,4.9,0,2489.396,7.01346,5.323,954.309998,0.423
8/1/1997,13.11,2.74295,5.54,268.181,123099,1449,0.04,16,4.8,0,2501.887568,7.274532583,5.319630297,899.469971,0.519630297
9/1/1997,13.2,2.48447,5.54,240.41975,123594,1494,0.04,15.9,4.9,0,2511.570138,7.558915455,5.316195516,947.280029,0.416195516
10/1/1997,13.26,3.51288,5.5,268.842,123940,1499,0.06,16.1,4.7,0,2519.149667,7.77472,5.313,914.619995,0.613
11/1/1997,13.34,3.49108,5.52,315.812,124246,1469,0.06,15.4,4.6,0,2526.205668,7.877376745,5.309953623,955.400024,0.709953623
12/1/1997,13.45,3.06513,5.5,397.7435,124559,1456,0.08,15.9,4.7,0,2533.910786,7.898339978,5.307095332,970.429993,0.607095332
1/1/1998,13.37,2.7671,5.56,477.555,124823,1555,0.06,15.6,4.6,0,2544.631667,7.9028,5.304,980.280029,0.704
2/1/1998,13.38,3.08166,5.51,330.8285,125024,1647,0.04,15.4,4.6,0,2559.234243,7.940384107,5.300604711,1049.339966,0.700604711
3/1/1998,13.43,2.9908,5.49,292.586,125174,1605,0.1,14.5,4.7,0,2574.014679,7.998530921,5.297420744,1101.75,0.597420744
4/1/1998,13.41,2.75862,5.45,287.19425,125453,1547,0.08,14.7,4.3,0,2589.441,8.07143,5.294,1111.75,0.994
5/1/1998,13.43,2.91188,5.49,260.1958,125855,1554,0.14,14.7,4.4,0,2601.530471,8.128810145,5.290955464,1090.819946,0.890955464
6/1/1998,13.39,2.5268,5.56,313.38725,126087,1551,0.62,14.1,4.5,0,2612.346536,8.13587266,5.287956456,1133.839966,0.787956456
7/1/1998,13.28,1.76245,5.54,372.065,126213,1610,0.4,14.1,4.5,0,2623.208,8.05137,5.285,1120.670044,0.785
8/1/1998,13.4,2.21205,5.55,255.116,126551,1654,0.04,13.7,4.5,0,2636.233141,7.850185856,5.281738269,957.280029,0.781738269
9/1/1998,13.56,2.72727,5.51,232.91725,126764,1577,0.08,14.4,4.6,0,2649.679611,7.605237875,5.278329461,1017.01001,0.678329461
10/1/1998,13.51,1.88537,5.07,272.3648,126968,1719,0.08,14.1,4.5,0,2661.105333,7.41601,5.275,1098.670044,0.775
11/1/1998,13.56,1.64918,4.83,320.41425,127243,1672,0.1,14.5,4.4,0,2670.013128,7.32983362,5.271613522,1163.630005,0.871613522
12/1/1998,13.65,1.48699,4.68,391.03225,127607,1742,0.04,14,4.4,0,2677.587716,7.288453496,5.268368089,1229.22998,0.868368089
1/1/1999,13.61,1.79506,4.63,490.268,127713,1732,0.08,13.4,4.3,0,2686.925333,7.19165,5.265,1279.640015,0.965
2/1/1999,13.62,1.79372,4.76,312.4185,128131,1720,0.04,13.8,4.4,0,2699.568689,6.971723958,5.261581715,1238.329956,0.861581715
3/1/1999,13.68,1.8615,4.81,280.852,128239,1665,0.06,13.4,4.2,0,2712.477848,6.711478154,5.258462821,1286.369995,1.058462821
4/1/1999,13.74,2.46085,4.74,285.2475,128610,1600,0.04,13.3,4.3,0,2726.100667,6.43348,5.255,1335.180054,0.955
5/1/1999,13.78,2.60611,4.74,257.6796,128822,1640,0.08,13.4,4.2,0,2736.975908,6.239284342,5.251662836,1301.839966,1.051662836
6/1/1999,13.83,3.28603,4.76,265.521,129099,1702,0.08,14.3,4.3,0,2746.879191,6.130338099,5.248249787,1372.709961,0.948249787
7/1/1999,13.84,4.21687,4.99,316.9004,129420,1682,0.06,13.6,4.3,0,2756.869667,6.11392,5.245,1328.719971,0.945
8/1/1999,13.87,3.50746,5.07,235.4505,129576,1671,0.1,13.1,4.2,0,2768.995245,6.201326695,5.241695369,1320.410034,1.041695369
9/1/1999,14.05,3.61357,5.22,222.92675,129781,1551,0.26,13.1,4.2,0,2782.801531,6.455533405,5.23835931,1282.709961,1.03835931
10/1/1999,13.98,3.4789,5.2,253.7162,130190,1649,0.06,13.3,4.1,0,2797.263667,6.92916,5.235,1362.930054,1.135
11/1/1999,14.03,3.46608,5.42,284.3115,130479,1672,0.08,12.9,4.1,0,2812.713757,7.661681865,5.231332569,1388.910034,1.131332569
12/1/1999,14.16,3.73626,5.3,351.0635,130786,1683,0.12,12.9,4,0,2827.116425,8.377902412,5.227697,1469.25,1.227697
1/1/2000,14.16,4.04115,5.45,430.1768,131020,1727,0.2,13.1,4,0,2840.236667,8.82761,5.224,1394.459961,1.224
2/1/2000,14.13,3.74449,5.73,304.34,131136,1692,0.26,12.6,4.1,0,2850.780008,8.790696596,5.220477921,1366.420044,1.120477921
3/1/2000,14.17,3.58187,5.85,255.02675,131609,1651,0.08,12.7,4,0,2859.115479,8.535550071,5.217312482,1498.579956,1.217312482
4/1/2000,14.23,3.56623,6.02,246.1184,131900,1597,0.08,12.4,3.8,0,2867.669,8.36985,5.214,1452.430054,1.414
5/1/2000,14.2,3.0479,6.27,241.42175,132118,1543,0.4,12.6,4,0,2876.570093,8.540227238,5.210797882,1420.599976,1.210797882
6/1/2000,14.27,3.18149,6.53,262.426,132079,1572,0.52,12.3,4,0,2886.29666,8.832563774,5.207416578,1454.599976,1.207416578
7/1/2000,14.28,3.17919,6.54,314.495,132247,1542,0.74,13.4,4,0,2895.828333,8.89787,5.204,1430.829956,1.204
8/1/2000,14.3,3.10022,6.5,254.59575,132240,1552,0.94,12.9,4.1,0,2905.35183,8.491081451,5.200285994,1517.680054,1.100285994
9/1/2000,14.45,2.84698,6.52,233.5576,132364,1570,1.16,12.2,3.9,0,2913.935953,7.727465291,5.196521747,1436.51001,1.296521747
10/1/2000,14.48,3.57654,6.51,270.2,132365,1577,4,12.7,3.9,0,2920.735,6.85448,5.193,1429.400024,1.293
11/1/2000,14.55,3.70634,6.51,333.29,132570,1614,5.88,12.4,3.9,0,2925.811027,6.001641511,5.189596795,1314.949951,1.289596795
12/1/2000,14.61,3.17797,6.4,458.1038,132722,1543,10.12,12.5,3.9,0,2929.367596,5.310911181,5.186400343,1320.280029,1.286400343
1/1/2001,14.52,2.54237,5.98,500.976,132712,1699,19.46,12.7,4.2,0,2932.426667,4.8035,5.183,1366.01001,0.983
2/1/2001,14.55,2.9724,5.49,381.06975,132804,1656,23.02,12.8,4.2,0,2935.419519,4.51948221,5.179353049,1239.939941,0.979353049
3/1/2001,14.57,2.82287,5.31,354.2632,132761,1659,27.78,12.8,4.3,0,2937.754192,4.286483978,5.17589767,1160.329956,0.87589767
4/1/2001,14.63,2.81096,4.8,366.95975,132475,1666,31.74,12.4,4.4,1,2939.359667,3.816,5.172,1249.459961,0.772
5/1/2001,14.66,3.23944,4.21,338.17225,132426,1665,32.26,12.1,4.3,1,2939.980354,3.005394537,5.168254261,1255.819946,0.868254261
6/1/2001,14.72,3.15347,3.97,362.9922,132312,1626,32.88,12.7,4.5,1,2942.322738,2.047212499,5.164485272,1224.380005,0.664485272
7/1/2001,14.76,3.36134,3.77,447.49,132187,1598,31.02,12.9,4.6,1,2949.433333,1.33795,5.161,1211.22998,0.561
8/1/2001,14.81,3.56643,3.65,324.8995,132043,1615,28.16,13.3,4.9,1,2963.581655,1.060207169,5.157595864,1133.579956,0.257595864
9/1/2001,14.92,3.2526,3.07,339.9678,131791,1565,27.28,13.2,5,1,2980.337513,1.003667167,5.154276174,1040.939941,0.154276174
10/1/2001,14.88,2.76243,2.49,433.7695,131468,1566,20.42,13.3,5.3,1,2993.536667,0.82117,5.151,1059.780029,-0.149
11/1/2001,15,3.09278,2.09,439.87225,131158,1651,15.9,14.3,5.5,1,3000.032379,0.277314586,5.147434793,1139.449951,-0.352565207
12/1/2001,15.12,3.49076,1.82,543.0546,130997,1680,6.7,14.5,5.7,0,3001.720314,-0.335326985,5.143830389,1148.079956,-0.556169611
1/1/2002,15.09,3.92562,1.73,606.644,130868,1665,2.86,14.7,5.7,0,3002.698667,-0.66889,5.14,1130.199951,-0.56
2/1/2002,15.11,3.8488,1.74,407.06,130752,1787,1.72,15,5.7,0,3006.104306,-0.426101955,5.136125585,1106.72998,-0.563874415
3/1/2002,15.14,3.91215,1.73,375.3954,130732,1691,0.66,15.4,5.7,0,3011.180689,0.112058345,5.132671859,1147.390015,-0.567328141
4/1/2002,15.16,3.62269,1.75,403.42975,130636,1669,0.38,16.3,5.9,0,3018.116,0.7483,5.129,1076.920044,-0.771
5/1/2002,15.2,3.68349,1.75,354.07325,130647,1716,0.22,16.8,5.8,0,3025.347374,1.161347247,5.12565693,1067.140015,-0.67434307
6/1/2002,15.24,3.53261,1.75,352.3018,130695,1758,0.22,16.9,5.8,0,3032.908817,1.401817267,5.122303355,989.820007,-0.677696645
7/1/2002,15.23,3.18428,1.73,424.11525,130604,1738,0.76,16.9,5.8,0,3039.983,1.5462,5.119,911.619995,-0.681
8/1/2002,15.3,3.30858,1.74,319.7228,130603,1695,0.46,16.5,5.7,0,3046.722826,1.677876783,5.115405778,916.070007,-0.584594222
9/1/2002,15.41,3.28418,1.75,323.06625,130524,1803,0.56,17.6,5.7,0,3052.660409,1.778006306,5.111670539,815.280029,-0.588329461
10/1/2002,15.45,3.83065,1.75,369.205,130643,1799,0.56,17.8,5.7,0,3057.453667,1.81152,5.108,885.76001,-0.592
11/1/2002,15.52,3.46667,1.34,403.918,130632,1771,0.36,17.6,5.9,0,3061.511988,1.764026062,5.104222824,936.309998,-0.795777176
12/1/2002,15.65,3.50529,1.24,534.5165,130488,1896,0.88,18.5,6,0,3065.721902,1.689131343,5.100624137,879.820007,-0.899375863
1/1/2003,15.61,3.44599,1.24,580.3915,130596,1808,0.42,18.5,5.8,0,3071.833667,1.65153,5.097,855.700012,-0.703
2/1/2003,15.63,3.44143,1.26,418.65825,130461,1854,0.9,18.5,5.9,0,3080.93197,1.710276486,5.093493664,841.150024,-0.806506336
3/1/2003,15.62,3.17041,1.25,393.4886,130246,1757,0.98,18.1,5.9,0,3091.743476,1.844052637,5.090397434,848.179993,-0.809602566
4/1/2003,15.62,3.0343,1.26,407.39825,130194,1803,0.84,19.4,6,0,3106.331333,2.065,5.087,916.919983,-0.913
5/1/2003,15.64,2.89474,1.26,363.0672,130210,1835,0.08,19,6.1,0,3122.437896,2.340240025,5.083705117,963.590027,-1.016294883
6/1/2003,15.68,2.88714,1.22,393.83375,130209,1875,0.1,19.9,6.3,0,3138.843957,2.696782067,5.080294556,974.5,-1.219705444
7/1/2003,15.68,2.95469,1.01,453.44625,130207,1885,0.12,19.7,6.2,0,3151.895667,3.12508,5.077,990.309998,-1.123
8/1/2003,15.76,3.00654,1.03,325.2968,130167,1966,0.3,19.2,6.1,0,3160.724957,3.647346712,5.073611933,1008.01001,-1.026388067
9/1/2003,15.87,2.98507,1.01,314.275,130279,1961,0.08,19.5,6.1,0,3166.914624,4.163243569,5.070242602,995.969971,-1.029757398
10/1/2003,15.81,2.3301,1.01,346.86125,130473,2012,0.08,19.3,6,0,3173.267333,4.55476,5.067,1050.709961,-0.933
11/1/2003,15.92,2.57732,1,369.296,130490,1918,0.08,19.9,5.8,0,3182.305927,4.776344902,5.063661707,1058.199951,-0.736338293
12/1/2003,16.04,2.49201,0.98,459.8785,130605,1987,0.22,19.8,5.7,0,3192.205424,4.869616671,5.060413061,1111.920044,-0.639586939
1/1/2004,15.97,2.30621,1,502.007,130787,1952,0.18,19.9,5.7,0,3201.502333,4.93084,5.057,1131.130005,-0.643
2/1/2004,15.98,2.23928,1.01,361.29475,130844,1966,0.14,20.1,5.6,0,3208.432399,5.036785699,5.053519941,1144.939941,-0.546480059
3/1/2004,16,2.43278,1,313.078,131156,2066,0.14,19.8,5.8,0,3214.100029,5.209538926,5.050293776,1126.209961,-0.749706224
4/1/2004,16.05,2.75288,1,325.90975,131426,2070,0.12,19.6,5.6,0,3221.421333,5.49766,5.047,1107.300049,-0.553
5/1/2004,16.04,2.55754,1,294.2184,131710,2150,0.14,19.8,5.6,0,3231.30465,5.869109935,5.044032035,1120.680054,-0.555967965
6/1/2004,16.08,2.55102,1.03,315.8465,131807,2020,0.92,20.5,5.6,0,3243.819861,6.196633526,5.041036029,1140.839966,-0.558963971
7/1/2004,16.03,2.23214,1.26,356.8352,131864,2112,0.22,18.8,5.5,0,3257.045333,6.27849,5.038,1101.719971,-0.462
8/1/2004,16.16,2.53807,1.43,276.322,131955,2056,0.12,18.8,5.4,0,3270.680634,6.012396184,5.034593776,1104.23999,-0.365406224
9/1/2004,16.36,3.08759,1.61,271.01825,132112,2041,0.16,19.4,5.4,0,3283.010935,5.601479085,5.031128132,1114.579956,-0.368871868
10/1/2004,16.26,2.8463,1.76,304.2534,132466,2097,0.1,19.5,5.5,0,3292.472,5.34076,5.028,1130.199951,-0.472
11/1/2004,16.32,2.51256,1.93,334.98725,132521,2079,0.26,19.7,5.4,0,3299.109102,5.402446026,5.025190361,1173.819946,-0.374809639
12/1/2004,16.46,2.61845,2.16,416.4055,132644,2082,0.08,19.4,5.4,0,3304.484171,5.612239028,5.022681125,1211.920044,-0.377318875
1/1/2005,16.42,2.81778,2.28,485.5704,132791,2139,0.4,19.5,5.3,0,3311.682667,5.71681,5.02,1181.27002,-0.28
2/1/2005,16.43,2.81602,2.5,312.81775,133050,2114,0.16,19.1,5.4,0,3322.565242,5.515328594,5.017008054,1203.599976,-0.382991946
3/1/2005,16.42,2.625,2.63,305.30625,133172,2062,0.38,19.5,5.2,0,3334.756417,5.171093326,5.01414504,1180.589966,-0.18585496
4/1/2005,16.46,2.55452,2.79,302.215,133536,2150,0.18,19.6,5.2,0,3349.255333,4.79779,5.011,1156.849976,-0.189
5/1/2005,16.5,2.86783,3,288.4845,133706,2085,0.22,18.6,5.1,0,3362.699253,4.588604804,5.008146913,1191.5,-0.091853087
6/1/2005,16.52,2.73632,3.04,295.591,133957,2178,0.2,17.9,5,0,3374.315852,4.507632384,5.005424629,1191.329956,0.005424629
7/1/2005,16.49,2.86962,3.26,337.2376,134314,2203,0.6,17.6,5,0,3381.765667,4.49555,5.003,1234.180054,0.003
8/1/2005,16.59,2.66089,3.5,257.63875,134517,2219,2,18.4,4.9,0,3384.911534,4.517014654,5.000673101,1220.329956,0.100673101
9/1/2005,16.65,1.77262,3.62,308.15975,134583,2263,10.64,17.9,5,0,3386.861582,4.668378562,4.998373271,1228.810059,-0.001626729
10/1/2005,16.69,2.64453,3.78,319.2414,134673,2170,0.28,17.9,5,0,3391.808,5.05918,4.996,1207.01001,-0.004
11/1/2005,16.69,2.26716,4,320.911,135012,2218,0.1,17.5,5,0,3402.929024,5.768212528,4.993328832,1249.47998,-0.006671168
12/1/2005,16.79,2.00486,4.16,420.991,135168,2120,0.08,17.5,4.9,0,3416.684042,6.532212995,4.990889575,1248.290039,0.090889575
1/1/2006,16.74,1.94884,4.29,407.9295,135446,2212,0.1,16.9,4.7,0,3429.630667,7.10678,4.989,1280.079956,0.289
2/1/2006,16.7,1.64334,4.49,293.4135,135753,2141,0.2,17.8,4.8,0,3438.014808,7.239927002,4.988048421,1280.660034,0.188048421
3/1/2006,16.69,1.64434,4.59,282.8095,136063,2118,0.14,17.1,4.7,0,3442.716261,7.047227093,4.987614157,1294.869995,0.287614157
4/1/2006,16.74,1.70109,4.79,281.6434,136221,1998,0.18,16.7,4.7,0,3447.005333,6.6344,4.987,1310.609985,0.287
5/1/2006,16.74,1.45455,4.94,294.02325,136261,1905,0.22,17.1,4.6,0,3452.156091,6.177961425,4.985772063,1270.089966,0.385772063
6/1/2006,16.76,1.45278,4.99,277.77475,136342,1867,0.2,16.6,4.6,0,3459.182478,5.787918538,4.983731224,1270.199951,0.383731224
7/1/2006,16.7,1.2735,5.24,329.793,136538,1763,0.26,17.1,4.7,0,3467.932667,5.62091,4.981,1276.660034,0.281
8/1/2006,16.8,1.26582,5.25,258.83025,136713,1722,0.24,17.1,4.7,0,3478.985716,5.746970439,4.977390892,1303.819946,0.277390892
9/1/2006,16.89,1.44144,5.25,255.498,136860,1655,0.32,17.1,4.5,0,3490.812021,6.03617767,4.972992965,1335.849976,0.472992965
10/1/2006,16.9,1.25824,5.25,292.99,136870,1570,0.26,16.3,4.4,0,3501.493667,6.28681,4.968,1377.939941,0.568
11/1/2006,16.94,1.4979,5.25,326.01525,137082,1535,0.18,16.2,4.5,0,3510.453948,6.371468965,4.962158303,1400.630005,0.462158303
12/1/2006,17.11,1.9059,5.24,424.0058,137268,1638,0.16,16.1,4.4,0,3516.852109,6.320506967,4.956161058,1418.300049,0.556161058
1/1/2007,17.06,1.91159,5.25,435.0775,137493,1626,0.34,16.3,4.6,0,3521.087,6.21209,4.95,1438.23999,0.35
2/1/2007,17.05,2.09581,5.26,326.74525,137573,1598,0.2,16.7,4.5,0,3523.212484,6.112835829,4.944190971,1406.819946,0.444190971
3/1/2007,17.08,2.33673,5.26,287.5916,137810,1596,0.18,17.8,4.4,0,3524.676368,6.030258255,4.939239967,1420.859985,0.539239967
4/1/2007,17.21,2.80765,5.25,304.45975,137860,1470,0.24,16.9,4.5,0,3527.613,5.92953,4.934,1482.369995,0.434
5/1/2007,17.21,2.80765,5.25,269.29,138012,1493,0.3,16.6,4.4,0,3533.030278,5.809641567,4.9290779,1530.619995,0.5290779
6/1/2007,17.28,3.10263,5.25,289.9554,138088,1407,0.4,16.5,4.6,0,3540.315761,5.665051404,4.924013736,1503.349976,0.324013736
7/1/2007,17.22,3.11377,5.26,339.29625,138055,1361,0.52,17.2,4.7,0,3547.494333,5.5115,4.919,1455.27002,0.219
8/1/2007,17.32,3.09524,5.02,265.18375,138032,1321,0.3,17,4.6,0,3553.580272,5.333830996,4.913617777,1473.98999,0.313617777
9/1/2007,17.4,3.01954,4.94,253.605,138114,1261,0.54,16.3,4.7,0,3557.252809,5.08575904,4.908165261,1526.75,0.208165261
10/1/2007,17.35,2.66272,4.76,303.967,138190,1192,1.7,17,4.7,0,3557.598,4.71948,4.903,1549.380005,0.203
11/1/2007,17.43,2.89256,4.49,331.1905,138299,1224,2.72,17.3,4.7,0,3554.403723,4.183515264,4.89797483,1481.140015,0.19797483
12/1/2007,17.53,2.4547,4.24,448.6524,138409,1149,9.88,16.6,5,0,3550.282687,3.613570039,4.893650963,1468.359985,-0.106349037
