9.19,7.9,9.941762987,0.0639,0.0392,-0.0295,0.0272,-0.0339,0
9.15,8,9.755689702,0.0511,0.0355,-0.1373,0.0292,-0.0930,0
9,7.6,9.60706,0.0883,0.0349,-0.1443,0.0307,-0.0608,0
8.85,8,9.546662374,0.1022,0.0305,-0.1706,0.0302,-0.1344,0
8.97,8,9.471598615,0.0938,0.0288,-0.1685,0.0282,-0.1136,0
8.98,7.9,9.2234,0.3048,0.0250,-0.2721,0.0258,-0.1746,1
8.98,8,8.698897895,0.3592,0.0230,-0.2522,0.0239,-0.0879,1
7.76,8.3,8.075908732,0.4662,0.0221,-0.2128,0.0231,-0.1170,1
8.1,8.2,7.36917,0.7574,0.0182,-0.1506,0.0238,-0.2138,1
7.94,8.6,6.774511818,0.7393,0.0113,0.0000,0.0260,-0.2601,1
7.6,8.6,6.193348416,0.5488,0.0056,-0.0200,0.0280,-0.2558,1
7.21,8.9,5.56411,0.3532,0.0046,0.0360,0.0278,-0.1501,1
6.61,8.8,4.79901258,0.4305,-0.0010,0.0585,0.0240,-0.1465,1
6.29,8.9,4.099296832,0.6493,0.0004,0.1291,0.0192,-0.0947,1
6.2,8.7,3.71009,0.7066,-0.0084,0.2862,0.0169,-0.1428,1
5.6,9.3,3.765140572,0.6183,-0.0095,0.2611,0.0192,-0.0705,1
4.9,9.8,4.139823324,0.3866,-0.0063,0.5299,0.0243,0.0010,0
4.14,10.5,4.66303,0.2144,-0.0044,0.5471,0.0300,0.1277,0
3.72,10.4,5.149895169,0.1079,-0.0070,0.4204,0.0337,0.0810,0
3.71,10.6,5.492851549,0.1053,-0.0083,0.5539,0.0351,0.1192,0
4.15,10.9,5.71631,-0.1162,-0.0044,0.4257,0.0348,0.2751,0
4.63,11.2,5.764349279,-0.0518,0.0017,0.4849,0.0330,0.3015,0
4.91,11.6,5.784167238,0.0041,0.0032,0.4395,0.0319,0.3573,0
5.31,11.5,5.95106,-0.0165,0.0037,0.5627,0.0339,0.2246,0
5.56,11.5,6.398486214,0.0925,0.0061,0.4376,0.0406,0.2148,0
5.55,11.9,7.003233093,0.0032,0.0094,0.3997,0.0488,0.1665,0
5.2,12.6,7.56564,-0.1077,0.0159,0.2954,0.0540,0.1319,0
4.91,12,7.98387463,-0.1251,0.0204,0.3842,0.0535,0.0779,0
4.14,11.5,8.243104903,-0.1056,0.0186,0.2071,0.0502,0.1079,0
3.5,12.1,8.41028,-0.0908,0.0222,0.3621,0.0478,0.0841,0
3.29,12.4,8.518213833,-0.0717,0.0260,0.3659,0.0493,0.1015,0
3.83,12.3,8.578232269,-0.0998,0.0294,0.1967,0.0533,0.0687,0
4.17,12.4,8.60503,-0.1093,0.0299,0.2258,0.0580,0.0358,0
4.27,12.3,8.62095066,-0.0843,0.0312,0.0482,0.0614,0.0994,0
4.46,12.4,8.743128097,-0.0854,0.0351,0.1471,0.0639,0.0855,0
4.55,11.8,9.09644,-0.0293,0.0336,0.0609,0.0658,0.1236,0
4.8,11.8,9.765204673,-0.2224,0.0388,0.1292,0.0677,0.1218,0
4.87,12.1,10.49522353,-0.2017,0.0370,0.1989,0.0700,0.1242,0
5.04,11.7,10.95383,-0.1502,0.0423,0.1619,0.0730,0.1841,0
5.06,11.4,10.96138754,-0.1421,0.0435,0.0746,0.0767,0.2413,0
5.33,11.4,10.71186543,-0.0940,0.0438,0.1341,0.0792,0.1563,0
5.94,11,10.49231,-0.1368,0.0438,0.0147,0.0784,0.1163,0
6.58,10.5,10.54396031,-0.1411,0.0463,0.0263,0.0727,0.0479,0
7.09,10.6,10.76776675,-0.1339,0.0458,-0.0204,0.0652,0.0403,0
7.12,10,11.07707,-0.0793,0.0450,-0.1080,0.0577,-0.0065,0
7.84,10.1,11.32269808,-0.0918,0.0433,-0.0658,0.0531,-0.0418,0
8.49,9.6,11.4745847,-0.0983,0.0424,-0.0605,0.0496,-0.0269,0
10.4,9.6,11.49743,-0.1505,0.0435,-0.1713,0.0453,0.0077,0
10.5,9.8,11.37407811,0.0263,0.0408,-0.2006,0.0383,-0.0616,0
10.78,9.4,11.11395815,-0.0315,0.0406,-0.2879,0.0289,-0.0192,0
10.01,10.2,10.75122,-0.0237,0.0393,-0.4006,0.0183,-0.0295,0
10.03,9.9,10.29432257,0.0090,0.0393,-0.3724,0.0070,-0.1775,0
9.95,9.5,9.851644514,0.1914,0.0367,-0.4675,-0.0026,-0.1737,1
9.65,9.5,9.48821,0.3553,0.0328,-0.4139,-0.0089,-0.1677,1
8.97,9.6,9.293187426,0.4545,0.0295,-0.3890,-0.0101,-0.1384,1
9.35,9.7,9.246679991,0.3780,0.0264,-0.3016,-0.0081,-0.1573,1
10.51,9.8,9.2999,0.2276,0.0252,-0.3428,-0.0049,-0.1557,1
11.31,9.6,9.405323371,0.2339,0.0248,-0.4107,-0.0025,-0.1684,1
11.93,9.7,9.462539626,0.2794,0.0223,-0.4705,-0.0020,-0.1751,1
12.92,9.9,9.35188,0.2321,0.0224,-0.4491,-0.0041,-0.2671,1
12.01,9.8,8.98223366,0.2896,0.0188,-0.4931,-0.0089,-0.3079,1
11.34,9.6,8.416477702,0.4739,0.0173,-0.5070,-0.0138,-0.4140,1
10.06,9.9,7.77651,0.6533,0.0132,-0.4160,-0.0157,-0.3176,1
9.45,9.6,7.103310279,0.8436,0.0044,-0.4415,-0.0125,-0.2708,1
8.53,10.1,6.469107867,0.8810,-0.0049,-0.3253,-0.0060,-0.2972,1
7.13,10.7,5.84868,0.7674,-0.0103,-0.4545,0.0015,-0.2029,1
6.24,11.7,5.288244655,0.7238,-0.0171,-0.4640,0.0074,-0.1520,1
5.54,11.8,4.877802298,0.7615,-0.0210,-0.5076,0.0113,-0.1130,1
5.49,12.9,4.58515,0.7843,-0.0245,-0.3094,0.0143,-0.0333,0
5.22,13.4,4.504748303,0.6500,-0.0245,-0.1968,0.0166,0.0443,0
5.55,15.3,4.61430698,0.6576,-0.0265,-0.1289,0.0195,0.1069,0
6.1,15,4.87555,0.4194,-0.0237,0.0180,0.0243,0.1190,0
6.14,15.6,5.28916958,0.3437,-0.0186,0.0840,0.0323,0.2042,0
6.24,16.1,5.894807606,0.2431,-0.0176,0.2667,0.0419,0.3200,0
5.82,15.4,6.72192,0.0660,-0.0139,0.3301,0.0507,0.2049,0
5.22,16.6,7.835347198,-0.1429,-0.0074,0.4176,0.0576,0.3040,0
5.2,16.5,8.984640337,-0.2982,0.0047,0.2555,0.0616,0.3155,0
4.87,16.6,10.01208,-0.3194,0.0157,0.6460,0.0628,0.3102,0
4.77,16.3,10.69016802,-0.3906,0.0247,0.6324,0.0613,0.2221,0
4.84,16.5,11.0225753,-0.3513,0.0313,0.6417,0.0586,0.2328,0
4.82,15.9,11.12043,-0.2964,0.0370,0.3072,0.0552,0.1643,0
5.29,15,11.02868265,-0.2116,0.0351,0.3063,0.0528,0.0991,0
5.48,16.9,10.82624862,-0.2124,0.0373,0.2558,0.0514,0.0955,0
5.31,15.7,10.61113,-0.1208,0.0362,0.2206,0.0514,0.1655,0
5.29,15.6,10.428627,-0.1489,0.0331,0.3169,0.0525,0.1845,0
5.25,15.2,10.23175033,-0.0756,0.0345,0.3919,0.0538,0.2548,0
5.02,15.2,9.94898,-0.0228,0.0306,0.3002,0.0537,0.1557,0
4.95,15.3,9.531377154,-0.0246,0.0329,0.3793,0.0516,0.1190,0
4.65,15.1,9.167465612,-0.0430,0.0312,0.3850,0.0484,0.1915,0
4.61,15.2,9.05016,0.0728,0.0279,0.2268,0.0452,0.0116,0
4.68,14.7,9.33651142,0.3039,0.0276,0.3109,0.0433,0.0011,0
4.69,14.5,9.796972455,-0.0237,0.0296,0.4261,0.0421,-0.0423,0
4.73,14.4,10.29335,-0.0366,0.0307,0.4664,0.0413,-0.0315,0
5.35,14.9,10.58444512,-0.0288,0.0350,0.3970,0.0405,-0.0405,0
5.39,14.4,10.75180319,-0.0874,0.0392,0.4747,0.0399,-0.0364,0
5.42,14.3,10.90591,-0.0689,0.0413,0.3550,0.0402,-0.0444,0
5.9,13.9,11.14783986,-0.0340,0.0423,0.3598,0.0416,-0.0597,0
6.14,14,11.42366748,-0.0938,0.0456,0.1303,0.0429,-0.0828,0
6.47,13.7,11.64259,-0.1340,0.0487,0.2337,0.0423,-0.1026,0
6.51,13.6,11.76612705,-0.1149,0.0490,0.1568,0.0393,-0.0712,0
6.56,13.6,11.84686177,-0.0391,0.0492,0.1608,0.0362,-0.1150,0
6.7,12.9,11.98173,-0.1165,0.0484,0.1869,0.0360,-0.1253,0
6.78,12.5,12.23026831,-0.1600,0.0489,0.1128,0.0408,-0.1280,0
6.79,12.4,12.49986337,-0.0280,0.0500,0.0837,0.0470,-0.0936,0
6.89,12.3,12.75992,-0.0982,0.0543,0.1735,0.0524,-0.0164,0
7.36,12.1,12.9057238,-0.1233,0.0539,0.0588,0.0534,0.0117,0
7.6,12.1,12.96046963,-0.0851,0.0541,0.1318,0.0509,-0.0493,0
7.81,12,12.95466,-0.0101,0.0528,0.0587,0.0469,0.0185,0
8.04,11.4,12.93099011,-0.0196,0.0531,-0.0500,0.0431,0.0674,0
8.45,11.4,12.96301419,-0.1088,0.0490,0.0460,0.0405,0.0623,0
8.96,11.7,13.12398,-0.0637,0.0496,0.0131,0.0398,0.0088,0
9.76,11.1,13.44291542,-0.0642,0.0501,0.0136,0.0410,-0.0014,0
10.03,10.6,13.68864712,-0.0303,0.0505,0.0365,0.0419,0.0106,0
10.07,11.1,13.59959,0.0322,0.0498,-0.1603,0.0393,0.1197,0
10.06,11.2,12.99633792,-0.0713,0.0483,-0.1406,0.0316,0.1062,0
10.09,11.7,12.25502051,0.0062,0.0470,-0.0439,0.0232,0.1388,0
10.01,11,11.59988,0.3151,0.0378,-0.1802,0.0169,0.0509,0
10.24,11.1,11.40257704,0.0768,0.0379,-0.0464,0.0166,0.0189,0
10.29,10.4,11.47792159,0.1485,0.0363,-0.1730,0.0198,0.0773,0
10.47,10.3,11.54227,0.1297,0.0346,-0.1411,0.0225,0.0311,0
10.94,10.6,11.38359664,0.1413,0.0322,-0.0591,0.0220,0.0584,0
11.43,10.5,11.07344947,0.2063,0.0309,-0.0645,0.0194,0.0661,0
13.77,10.5,10.77067,0.2231,0.0287,-0.1684,0.0168,0.0931,0
13.18,10.6,10.56663501,0.2034,0.0247,-0.2891,0.0154,0.1210,0
13.78,10.8,10.45182904,0.2081,0.0226,-0.3102,0.0139,0.1231,0
13.82,10.4,10.36201,0.1819,0.0224,-0.1239,0.0101,0.1424,0
14.13,10.6,10.24253067,0.1302,0.0205,-0.1964,0.0029,0.1805,1
17.19,11,10.04609643,0.2440,0.0169,-0.4256,-0.0052,0.0049,1
17.61,11.4,9.68243,0.2949,0.0160,-0.4941,-0.0120,0.0445,1
10.98,10.9,9.169090008,0.7581,0.0070,-0.4887,-0.0146,0.1227,1
9.47,11.3,8.680760583,0.6861,-0.0001,-0.3183,-0.0138,0.1101,1
9.03,11.8,8.50308,0.3726,-0.0042,-0.1793,-0.0108,0.1720,1
9.61,12.4,8.79167975,0.2710,-0.0022,-0.1408,-0.0066,0.1195,0
10.87,12.9,9.341606876,0.2599,-0.0013,-0.0940,-0.0025,0.1476,0
12.81,13.1,9.82563,0.1114,0.0001,-0.0777,0.0001,0.2519,0
15.85,13.6,10.04780544,0.0679,0.0019,0.0839,0.0009,0.3237,0
18.9,13.7,10.06850762,-0.0338,0.0030,-0.0040,0.0016,0.2577,0
19.08,14.3,10.04165,-0.0341,0.0026,-0.0461,0.0049,0.1348,0
15.93,14.1,10.0972357,0.0022,0.0024,0.0000,0.0124,0.1549,0
14.7,14,10.25137224,-0.0543,0.0024,0.1974,0.0210,0.3322,0
15.72,13.9,10.55129,-0.2292,0.0048,0.4728,0.0281,0.2495,0
18.52,13.6,10.94090387,-0.3378,0.0097,0.3624,0.0302,0.1919,0
19.1,13.7,11.2261423,-0.3007,0.0154,-0.1270,0.0275,0.1485,0
19.04,13.8,11.13148,-0.2343,0.0196,-0.2573,0.0217,0.0760,0
17.82,14.4,10.48206813,-0.1483,0.0163,-0.3497,0.0137,0.0034,1
15.87,13.6,9.497738699,-0.0137,0.0140,-0.4292,0.0061,-0.0740,1
15.08,13.5,8.53189,0.1387,0.0098,-0.4649,0.0012,-0.0438,1
13.31,13.1,7.767144669,0.2579,0.0047,-0.4591,0.0003,-0.1008,1
12.37,13.1,7.232951808,0.3248,-0.0005,-0.3627,0.0022,-0.0973,1
13.22,13.4,6.80779,0.3015,-0.0051,-0.3497,0.0052,-0.0706,1
14.78,14.1,6.432119332,0.2565,-0.0059,-0.3261,0.0073,-0.1383,1
14.68,14.1,6.094524101,0.3772,-0.0085,-0.2468,0.0083,-0.1768,1
14.94,14.5,5.68498,0.4420,-0.0124,-0.2538,0.0082,-0.1233,1
14.45,14.9,5.23064599,0.4467,-0.0130,-0.1876,0.0071,-0.1562,1
14.15,15.7,4.741938779,0.3448,-0.0178,-0.0645,0.0071,-0.1646,1
12.59,15.4,4.30528,0.2981,-0.0227,0.1166,0.0103,-0.1820,1
10.12,16.2,3.937980641,0.3684,-0.0240,0.0416,0.0182,-0.0267,1
10.31,16.6,3.659817899,0.3897,-0.0251,0.2302,0.0279,0.0365,1
9.71,17.2,3.46926,0.3003,-0.0271,0.5718,0.0350,0.0971,1
9.2,17.1,3.354724894,0.1456,-0.0262,0.6430,0.0373,0.0964,1
8.95,18.1,3.352876565,-0.0476,-0.0234,0.6972,0.0370,0.1476,0
8.68,19.4,3.50134,-0.0625,-0.0174,0.7960,0.0376,0.2068,0
8.51,19.2,3.818697632,-0.0834,-0.0182,0.8205,0.0420,0.3090,0
8.77,19.4,4.190598096,-0.1370,-0.0149,0.6554,0.0483,0.3662,0
8.8,19.5,4.60917,-0.1828,-0.0087,0.7635,0.0555,0.4121,0
8.63,20.5,4.968587072,-0.1974,-0.0051,0.7513,0.0612,0.4515,0
8.98,20.8,5.382668557,-0.2663,0.0017,0.9376,0.0653,0.5294,0
9.37,21.2,5.94679,-0.2959,0.0102,0.7193,0.0673,0.5180,0
9.56,20,6.772924011,-0.3177,0.0086,0.8499,0.0675,0.3756,0
9.45,20.2,7.710852757,-0.3956,0.0231,0.5211,0.0667,0.3791,0
9.48,20.2,8.54785,-0.3996,0.0294,0.4935,0.0656,0.2231,0
9.34,19.7,9.198178219,-0.3517,0.0348,0.3572,0.0651,0.2012,0
9.47,19.2,9.638991102,-0.2701,0.0390,0.2043,0.0647,0.1727,0
9.56,20.4,9.95892,-0.2711,0.0414,0.2735,0.0640,0.1246,0
9.59,19,10.1936764,-0.2921,0.0477,0.3508,0.0624,0.0608,0
9.91,19.1,10.35664305,-0.2796,0.0487,0.1695,0.0604,0.0407,0
10.29,18.9,10.48483,-0.2390,0.0496,0.1341,0.0573,-0.0266,0
10.32,18.8,10.56539672,-0.2260,0.0497,0.0431,0.0538,-0.0729,0
11.06,18.1,10.55270662,-0.1656,0.0495,0.0254,0.0499,-0.0863,0
11.23,18,10.38571,-0.0518,0.0481,-0.1058,0.0464,-0.0732,0
11.64,17.3,10.02080625,-0.1002,0.0544,-0.1068,0.0436,0.0139,0
11.3,17,9.555017354,-0.0347,0.0449,-0.0391,0.0424,0.0002,0
9.99,16.7,9.12743,0.0672,0.0449,-0.1317,0.0434,0.0155,0
9.43,17,8.799384911,0.0184,0.0447,-0.0150,0.0468,-0.0169,0
8.38,16.8,8.55373636,0.0230,0.0420,-0.0006,0.0505,0.0140,0
8.35,15.9,8.3025,0.0784,0.0399,-0.0859,0.0523,0.0993,0
8.5,15.9,8.00152474,0.1642,0.0359,-0.1636,0.0507,0.1536,0
8.58,16.1,7.710003081,0.1081,0.0365,0.0012,0.0480,0.1349,0
8.27,16.4,7.41043,0.0848,0.0346,-0.0631,0.0473,0.1236,0
7.97,15.3,7.183017074,0.0905,0.0342,-0.0184,0.0508,0.2591,0
7.53,15.5,7.03242145,0.0852,0.0315,-0.0540,0.0561,0.2524,0
7.88,15.5,6.98185,0.0342,0.0302,0.0573,0.0594,0.2672,0
7.9,15.3,7.028081295,0.0309,0.0295,0.1817,0.0580,0.1317,0
7.92,15.3,7.119249588,0.0259,0.0283,0.2580,0.0534,0.0962,0
7.99,15.3,7.1851,-0.0440,0.0272,0.1698,0.0481,0.1429,0
8.05,15.7,7.174261527,0.0034,0.0256,0.0298,0.0436,0.2359,0
8.27,15.1,7.077187256,0.0068,0.0260,0.1033,0.0408,0.2633,0
8.14,14.8,6.88766,-0.0163,0.0245,0.1127,0.0396,0.1790,0
7.86,15.2,6.618889328,-0.0524,0.0243,0.0632,0.0399,0.2525,0
7.48,14.6,6.354412758,0.0045,0.0216,0.0307,0.0408,0.3224,0
6.99,14.7,6.09956,-0.0245,0.0215,0.1166,0.0413,0.3097,0
6.85,14.7,5.936957678,-0.0381,0.0199,0.0515,0.0408,0.3049,0
6.92,15.2,5.839593642,-0.0165,0.0174,0.0431,0.0399,0.3075,0
6.56,15.2,5.78211,-0.0341,0.0187,0.0489,0.0400,0.2367,0
6.17,15.5,5.73677648,0.0091,0.0179,-0.0454,0.0417,0.3409,0
5.89,15.4,5.717771176,-0.0337,0.0193,-0.1200,0.0437,0.2704,0
5.85,15.2,5.7442,-0.0622,0.0192,-0.0390,0.0441,0.2853,0
6.04,15,5.835706309,-0.0848,0.0189,-0.0284,0.0418,0.2327,0
6.91,15,5.994074859,-0.0742,0.0193,0.0608,0.0385,0.1462,0
6.43,14.9,6.2355,-0.1057,0.0197,-0.0850,0.0361,0.2942,0
6.1,14.7,6.547646137,-0.0791,0.0210,-0.0441,0.0364,0.2524,0
6.13,14.9,6.837100263,-0.1261,0.0225,-0.0427,0.0378,0.2210,0
6.37,14.8,7.09353,-0.1337,0.0240,-0.1383,0.0389,0.2244,0
6.85,14.9,7.234362139,-0.1437,0.0250,-0.1653,0.0382,0.1728,0
6.73,14.9,7.343849007,-0.1279,0.0277,-0.1497,0.0358,0.2119,0
6.58,14.2,7.51652,-0.1126,0.0279,-0.1483,0.0325,0.3496,0
6.73,14.4,7.82362874,-0.2009,0.0284,-0.1246,0.0291,0.3039,0
7.22,14.2,8.138208085,-0.2163,0.0271,-0.1020,0.0271,0.3913,0
7.29,14,8.29029,-0.2131,0.0301,-0.1361,0.0284,0.0320,0
6.69,14,8.189553877,-0.1424,0.0305,-0.1137,0.0339,-0.0759,0
6.77,14.2,7.986014551,-0.1337,0.0314,-0.2932,0.0406,0.0203,0
6.83,14.2,7.87693,-0.0322,0.0305,-0.2639,0.0455,-0.0621,0
6.58,14.4,8.02037901,-0.0912,0.0326,-0.1486,0.0457,-0.0576,0
6.58,13.7,8.2899934,-0.0906,0.0329,-0.1050,0.0431,-0.1125,0
6.87,13.3,8.56077,-0.1193,0.0319,-0.1074,0.0391,-0.0937,0
7.09,13.8,8.676083649,-0.0493,0.0318,-0.0373,0.0362,-0.0963,0
7.51,13.1,8.627740956,-0.1068,0.0336,-0.0243,0.0351,-0.1003,0
7.75,13.4,8.43349,-0.0461,0.0323,-0.0508,0.0365,-0.1464,0
8.01,13.6,8.114309982,-0.0288,0.0318,-0.0338,0.0404,-0.2070,0
8.19,13.6,7.783193414,-0.0044,0.0328,-0.0515,0.0446,-0.1551,0
